"totalquantityonhand","custitem_ns_sc_ext_ts_override","custitem_packship_itm_pack_height","prodqtyvarianceacct","purchaseunit","custitem_fc_mastercase","cseg_funding_source","custitem_ns_sc_ext_id_low_stock_msg","custitem_code_of_supply","costestimate","countryofmanufacture","isspecialorderitem","receiptquantitydiff","cseg_project","dropshipexpenseaccount","stockunit","custitem_fc_product_subcategory_scr","purchasepricevarianceacct","custitem_ns_sc_ext_id_hide_invt_msg","isfulfillable","dontshowprice","generateaccruals","storedisplayname","expenseamortizationrule","custitem_ns_sc_ext_ts_exclude","class","itemid","custitem_fc_legacyhtmid","lastpurchaseprice","nextagcategory","custitem_fefo_commit_grp_code","seasonaldemand","costestimatetype","weight","handlingcost","deferralaccount","custitem_itr_supplementary_unit_abbrev","custitem_packship_itm_pack_width","displayname","purchaseorderquantitydiff","vendreturnvarianceaccount","enforceminqtyinternally","custitem_ns_ib_show_badges","parent","custitem_fc_bin_staticfield","custitem_ef_badges","custitem_fc_qtypershippinglabel","createddate","froogleproductfeed","maxdonationamount","custitem_ns_pr_item_attributes","custitem_un_number","custitem_fefo_expiry_date_required","isonline","custitem_as_sulphur_dioxide","custitem_ns_sc_ext_ts_90_amount","unbuildvarianceaccount","custitem_fc_product_category_scr","custitem_as_soybeans","custitem_as_eggs","tracklandedcost","excludefromsitemap","wipvarianceacct","storedisplayimage","effectivebomcontrol","pricinggroup","custitem_fc_markfordeletion","custitem4","custitem6","custitem5","custitem_ns_sc_ext_ts_30_quantity","outofstockmessage","isdropshipitem","pagetitle","location","vendorname","residual","searchkeywords","purchaseorderamount","minimumquantity","receiptquantity","custitem_ns_sc_ext_ts_90_quantity","custitem_as_fish","scrapacct","custitem_as_mustard","transferprice","storedetaileddescription","custitem_ns_sc_ext_id_hide_qty_avl","usecomponentyield","custitem_commodity_code","custitem_ns_sc_ext_id_stock_message","yahooproductfeed","upccode","islotitem","custitem_fc_zen_itemiscatchweight","sitemappriority","itemtype","custitem_fc_innerpackage","shopzillaproductfeed","fullname","custitem_fc_zen_salerateperpricingunit","custitem_ns_sc_ext_id_bo_msg","custitem_fc_brand","usemarginalrates","custitemfc_usedefaultbrandscimages","shippingcost","custitem_fc_zen_sft_comm_qty","custitem_aln_6_current_counter","amortizationtemplate","custitem_ns_sc_ext_ts_30_amount","shoppingproductfeed","custitem_ns_sc_ext_id_low_stock_thresh","externalid","custitem_ns_pr_count","maximumquantity","custitem_as_peanuts","custitem_ns_sc_ext_ts_365_amount","amortizationperiod","custitem_fc_product_subsubcategory_scr","matrixoptioncustitem5","copydescription","custitem_ns_sc_ext_id_qty_avl_msg","weightunits","custitem_as_milk","averagecost","custitem_soft_comit","isdonationitem","featureddescription","nextagproductfeed","shipindividually","outofstockbehavior","createexpenseplanson","custitem_ns_ib_badges","storedisplaythumbnail","urlcomponent","saleunit","expenseaccount","custitem_fc_stateoforigin","shopzillacategoryid","weightunit","description","custitem_packship_itm_pack_length","custitem_fc_zen_baseunitweight","custitem_ns_sc_ext_ts_365_quantity","intercoexpenseaccount","subtype","purchaseorderquantity","billqtyvarianceacct","id","custitem_fc_targetmarket","custreturnvarianceaccount","showdefaultdonationamount","custitem_nature_of_transaction_codes","custitem_packship_item_packinstruction","mpn","custitem_ns_sc_ext_ts_7_quantity","custitem_fc_productattributes","storedescription","custitem_fc_zone_static","custitem_type_of_goods","quantitypricingschedule","fxcost","custitem_atlas_approved","billexchratevarianceacct","custitem_aln_1_auto_numbered","custitem_ns_pr_rating","supplyreplenishmentmethod","manufacturer","custitem_fc_zen_pack_count","custitem_fc_storagetemp","custitem_ns_pr_attributes_rating","demandmodifier","overallquantitypricingtype","stockdescription","custitem_prompt_payment_discount_item","custitem_as_molluscs","custitem_ns_sc_ext_id_hide_low_qty_msg","custitem_fc_zen_weight_unit","printitems","gainlossaccount","custitem_fc_zen_pricingunittype","preferredlocation","custitem_fc_product_stub","custitem_ns_pr_rating_by_rate","billpricevarianceacct","wipacct","matchbilltoreceipt","custitem_aln_3_initial_sequence","shippackage","prodpricevarianceacct","custitem_as_crustacean","incomeaccount","atpmethod","custitem_fc_ingredients","custitem_itr_supplementary_unit","custitem_fc_zen_jit_producers","custitem_fefo_shelf_life_grp","assetaccount","custitem_fc_sc_imageprefix","unitstype","cost","costingmethod","lastmodifieddate","custitem_as_tree_nuts","includechildren","custitem_fc_vtlocalpurchasingincentive","subsidiary","custitem_as_celery","receiptamount","custitem_as_wheat","custitem_cust_uom","relateditemsdescription","metataghtml","shoppingdotcomcategory","isinactive","custitem_ns_sc_ext_ts_7_amount","purchasedescription","intercoincomeaccount","costingmethoddisplay","custitem_as_lupin","custitem_aln_2_number_format","nopricemessage","totalvalue","custitem_as_sesame","department"
"","F","","","1","3# food service loaf","","","","","","F","","","","1","5","","F","T","F","T","The Bread Shed / 3# Loaf, Great White, Thick Sliced, Foodservice / 3# food service loaf","","F","123","TBS007","24307","","","","F","AVGCOST","3","","","","","The Bread Shed / 3# Loaf, Great White, Thick Sliced, Foodservice / 3# food service loaf","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","2","F","F","T","F","","","","","F","","TBS007 The Bread Shed / 3# Loaf, Great White, Thick Sliced, Foodservice / 3# food service loaf","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","3# food service loaf","F","TBS007","","","74","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","T","F","","F","F","DEFAULT","","","","The-Bread-Shed-3-Loaf-Great-White-Thick-Sliced-Foodservice-3-food-service-loaf","1","213","3","","1","The Bread Shed / 3# Loaf, Great White, Thick Sliced, Foodservice / 3# food service loaf","","","","","","","","971","2","","F","","","","","","","","","","4","F","","F","","REORDER_POINT","The Bread Shed","1","1","","","","","","F","F","","F","420","","1","3# Loaf, Great White, Thick Sliced, Foodservice","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Perfect for restaurants, our Great White 3#er loaf is a beautiful Sicilian style bread that gets a wallop of flavor from it's durum flour. Like all our products, this loaf is fresh baked, all natural and preservative free.","","66","","1032","","1","4","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","3# Loaf, Great White, Thick Sliced, Foodservice / 3# food service loaf","","Average","F","","","","F",""
"","F","","","1","3# food service loaf","","","","","","F","","","","1","5","","F","T","F","T","The Bread Shed / 3# Loaf, Honey Oat, Thick Sliced, Foodservice / 3# food service loaf","","F","123","TBS009","24311","","","","F","AVGCOST","3","","","","","The Bread Shed / 3# Loaf, Honey Oat, Thick Sliced, Foodservice / 3# food service loaf","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","2","F","F","T","F","","","","","F","","TBS009 The Bread Shed / 3# Loaf, Honey Oat, Thick Sliced, Foodservice / 3# food service loaf","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","3# food service loaf","F","TBS009","","","74","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","T","F","","F","F","DEFAULT","","","","The-Bread-Shed-3-Loaf-Honey-Oat-Thick-Sliced-Foodservice-3-food-service-loaf","1","213","3","","1","The Bread Shed / 3# Loaf, Honey Oat, Thick Sliced, Foodservice / 3# food service loaf","","","","","","","","973","2","","F","","","","","","","","","","4.1","F","","F","","REORDER_POINT","The Bread Shed","1","1","","","","","","F","F","","F","420","","1","3# Loaf, Honey Oat, Thick Sliced, Foodservice","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Perfect for restaurants, our Honey and Oat is a light, airy loaf, subtly sweetened with honey. This bread is a mixture of stone ground whole wheat flour and white flour, and is studded with rolled oats throughout the loaf. Like all our products, our Honey and Oat is fresh baked, all natural and preservative free.","","66","","1032","","1","4.1","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","3# Loaf, Honey Oat, Thick Sliced, Foodservice / 3# food service loaf","","Average","F","","","","F",""
"","F","","","1","3# food service loaf","","","","","","F","","","","1","5","","F","T","F","T","The Bread Shed / 3# Loaf, Multigrain, Thick Sliced, Foodservice / 3# food service loaf","","F","123","TBS011","24309","","","","F","AVGCOST","3","","","","","The Bread Shed / 3# Loaf, Multigrain, Thick Sliced, Foodservice / 3# food service loaf","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","2","F","F","T","F","","","","","F","","TBS011 The Bread Shed / 3# Loaf, Multigrain, Thick Sliced, Foodservice / 3# food service loaf","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","3# food service loaf","F","TBS011","","","74","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","T","F","","F","F","DEFAULT","","","","The-Bread-Shed-3-Loaf-Multigrain-Thick-Sliced-Foodservice-3-food-service-loaf","1","213","3","","1","The Bread Shed / 3# Loaf, Multigrain, Thick Sliced, Foodservice / 3# food service loaf","","","","","","","","975","2","","F","","","","","","","","","","4.1","F","","F","","REORDER_POINT","The Bread Shed","1","1","","","","","","F","F","","F","420","","1","3# Loaf, Multigrain, Thick Sliced, Foodservice","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Perfect for restaurants, our Multigrain 3#er loaf is a hearty, grain packed loaf that includes seven wholesome, house toasted grains. These grains offer a soft crunch which pairs delicately with molasses to give this loaf a light sweetness. Like all our products, our Multigrain is fresh baked, all natural and preservative free.","","66","","1032","","1","4.1","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","3# Loaf, Multigrain, Thick Sliced, Foodservice / 3# food service loaf","","Average","F","","","","F",""
"","F","","","1","22oz retail loaf","","","","","","F","","","","1","5","","F","T","F","T","The Bread Shed / Cinnamon Raisin, 22oz Thick / 22oz retail loaf","","F","123","TBS026","29749","","","","F","AVGCOST","1.38","","","","","The Bread Shed / Cinnamon Raisin, 22oz Thick / 22oz retail loaf","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","2","F","F","T","F","","","","","F","","TBS026 The Bread Shed / Cinnamon Raisin, 22oz Thick / 22oz retail loaf","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","22oz retail loaf","F","TBS026","","","74","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","T","F","","F","F","DEFAULT","","","","The-Bread-Shed-Cinnamon-Raisin-22oz-Thick-22oz-retail-loaf","1","213","3","","1","The Bread Shed / Cinnamon Raisin, 22oz Thick / 22oz retail loaf","","","","","","","","990","1","","F","","","","","","","","","","3.85","F","","F","","REORDER_POINT","The Bread Shed","1","1","","","","","","F","F","","F","420","","1","Cinnamon Raisin, 22oz Thick","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Cinnamon Raisin 22oz loaf, thick sliced, labeled for resale.","","66","","1032","","1","3.85","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Cinnamon Raisin, 22oz Thick / 22oz retail loaf","","Average","F","","","","F",""
"","F","","","1","Mini retail loaf","","","","","","F","","","","1","5","","F","T","F","T","The Bread Shed / Sourdough, Mini, Thin / Mini retail loaf","","F","123","TBS030","29762","","","","F","AVGCOST","0.88","","","","","The Bread Shed / Sourdough, Mini, Thin / Mini retail loaf","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","2","F","F","T","F","","","","","F","","TBS030 The Bread Shed / Sourdough, Mini, Thin / Mini retail loaf","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","mini retail loaf","F","TBS030","","","74","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","T","F","","F","F","DEFAULT","","","","The-Bread-Shed-Sourdough-Mini-Thin-Mini-retail-loaf","1","213","3","","1","The Bread Shed / Sourdough, Mini, Thin / Mini retail loaf","","","","","","","","994","1","","F","","","","","","","","","","3","F","","F","","REORDER_POINT","The Bread Shed","1","1","","","","","","F","F","","F","420","","1","Sourdough, Mini, Thin","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Sourdough, Mini loaf, thin sliced, labeled for resale.","","66","","1032","","1","3","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Sourdough, Mini, Thin / Mini retail loaf","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Bada Bing / Case, 8 pints","","F","236","BAR002","39323","","","","F","AVGCOST","","","","","","Barts Ice Cream / Bada Bing / Case, 8 pints","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR002 Barts Ice Cream / Bada Bing / Case, 8 pints","","","","F","","","Bada Bing","","","","","","","F","","F","","Cherry ice cream with bing cherries,      cherry filled chocolate hearts and      Bart's fudge swirl. GF  Cream, milk, non-fat milk solids (all rBST free), pure      cane sugar (GMO free), black cherries, fudge sauce      (sugar, cocoa, pectin locust bean gum) cherry hearts      (cherries, cocoa, soy oil, coconut & palm oil), cherry      juice, vanilla, guar gum & locust bean gum.","F","","","","F","0 48896 10037 4","T","F","","InvtPart","pint","F","BAR002","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Bada-Bing-Case-8-pints","2","213","2","","","Barts Ice Cream / Bada Bing / Case, 8 pints","","","","","","","","107","1","","F","","","0 48896 10037 4","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Bada Bing","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Bada Bing / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Caramel Heath Bar / Case, 8 pints","","F","236","BAR004","39325","","","","F","AVGCOST","","","","","","Barts Ice Cream / Caramel Heath Bar / Case, 8 pints","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR004 Barts Ice Cream / Caramel Heath Bar / Case, 8 pints","","","","F","","","Caramel Heath Bar","","","","","","","F","","F","","Vanilla ice cream, with swirls of      caramel and real Heath Bars. GF,      Contains Egg  Cream, milk, non-fat milk solids (all rBST free), pure      cane sugar (GMO free), caramel (corn syrup, sugar,      water, butter, milk powder, glycerine, mod. food starch,      salt, sodium citrate, pectin, locust bean gum, xanthan      gum), egg yolks, Heath Bars Chocolate (cocoa butter,      soy lecithin, salt, vanillin), sugar, palm oil, butter,      almonds - roasted in butter or sunflower oil) guar gum,      locust bean gum","F","","","","F","0 48896 10084 8","T","F","","InvtPart","pint","F","BAR004","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Caramel-Heath-Bar-Case-8-pints","2","213","2","","","Barts Ice Cream / Caramel Heath Bar / Case, 8 pints","","","","","","","","109","1","","F","","","0 48896 10084 8","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Caramel Heath Bar","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Caramel Heath Bar / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Chunky Chocolate Mousse with Raspberry / Case, 8 pints","","F","236","BAR006","39327","","","","F","AVGCOST","","","","","","Barts Ice Cream / Chunky Chocolate Mousse with Raspberry / Case, 8 pints","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR006 Barts Ice Cream / Chunky Chocolate Mousse with Raspberry / Case, 8 pints","","","","F","","","Chunky Chocolate Mousse with Raspberry","","","","","","","F","","F","","Chocolate ice cream with chocolate      mousse powder, pure dark chocolate      chunks swirled with a red raspberry      ripple.  Cream, milk, non-fat milk solids (all rBST free), pure      cane sugar (GMO Free), cocoa (processed with alkali &      modified food starch), choc. chunks (cocoa, coconut oil,      butter oil,soy lecithin), raspberry puree (raspberries,      natural raspberry flavor, organic veg. juice color) guar      gum & locust bean gum.","F","","","","F","0 48896 10015 2","T","F","","InvtPart","pint","F","BAR006","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Chunky-Chocolate-Mousse-with-Raspberry-Case-8-pints","2","213","2","","","Barts Ice Cream / Chunky Chocolate Mousse with Raspberry / Case, 8 pints","","","","","","","","111","1","","F","","","0 48896 10015 2","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Chunky Chocolate Mousse with Raspberry","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chunky Chocolate Mousse with Raspberry / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Coffee & Cream / Case, 8 pints","","F","236","BAR008","39328","","","","F","AVGCOST","","","","","","Barts Ice Cream / Coffee & Cream / Case, 8 pints","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR008 Barts Ice Cream / Coffee & Cream / Case, 8 pints","","","","F","","","Coffee & Cream","","","","","","","F","","F","","Flavored with fresh brewed coffee.  Cream, milk, non-fat milk solids (all rBST free) pure      cane sugar (GMO free), fresh coffee, guar gum & locust      bean gum.","F","","","","F","0 48896 10020 6","T","F","","InvtPart","pint","F","BAR008","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Coffee-Cream-Case-8-pints","2","213","2","","","Barts Ice Cream / Coffee & Cream / Case, 8 pints","","","","","","","","113","1","","F","","","0 48896 10020 6","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Coffee & Cream","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Coffee & Cream / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Cookies and Cream / Case, 8 pints","","F","236","BAR010","39330","","","","F","AVGCOST","","","","","","Barts Ice Cream / Cookies and Cream / Case, 8 pints","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR010 Barts Ice Cream / Cookies and Cream / Case, 8 pints","","","","F","","","Cookies and Cream","","","","","","","F","","F","","Our extra creamy vanilla ice cream      with chunks of chocolate sandwich      cookies. Contains Egg  Cream, milk, non-fat milk solids (all rBST free), pure      cane sugar (GMO Free), Hydrox Cookies (Enriched      wheat flour [niacin, reduced iron, Vit. B1&12, folic acid],      soybean and palm oil, cocoa proc. w/alkalai, corn flour,      cornstarch, chocolate, salt, baking soda, soy lecithin,      whey No Transfats) vanilla, egg yolks, guar gum &      locust bean gum.","F","","","","F","0 48896 10002 2","T","F","","InvtPart","pint","F","BAR010","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Cookies-and-Cream-Case-8-pints","2","213","2","","","Barts Ice Cream / Cookies and Cream / Case, 8 pints","","","","","","","","115","1","","F","","","0 48896 10002 2","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Cookies and Cream","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Cookies and Cream / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Double Trouble / Case, 8 pints","","F","236","BAR012","39332","","","","F","AVGCOST","","","","","","Barts Ice Cream / Double Trouble / Case, 8 pints","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR012 Barts Ice Cream / Double Trouble / Case, 8 pints","","","","F","","","Double Trouble","","","","","","","F","","F","","Decadent chocolate ice cream with      chocolate chunks and a creamy      peanut butter swirl. GF  Cream, milk, non-fat milk solids (all rBST free), pure      cane sugar (GMO Free), cocoa (processed with alkali),      choc. chips (cocoa, coconut oil, butter oil,soy lecithin),      natural peanut butter (peanuts, sugar, salt), pure      vanilla, guar gum & locust bean gum.","F","","","","F","0 48896 10088 6","T","F","","InvtPart","pint","F","BAR012","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Double-Trouble-Case-8-pints","2","213","2","","","Barts Ice Cream / Double Trouble / Case, 8 pints","","","","","","","","117","1","","F","","","0 48896 10088 6","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Double Trouble","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Double Trouble / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Kahua Sombrero / Case, 8 pints","","F","236","BAR014","39334","","","","F","AVGCOST","","","","","","Barts Ice Cream / Kahua Sombrero / Case, 8 pints","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR014 Barts Ice Cream / Kahua Sombrero / Case, 8 pints","","","","F","","","Kahua Sombrero","","","","","","","F","","F","","Coffee ice cream with a touch of      coffee liquor. GF  (Cream, milk, non-fat milk solids - All rBST Free).      (cane sugar - GMO Free), Fresh Brewed Coffee, Coffee      Liqueur, guar gum & locust bean gum","F","","","","F","0 48896 10008 4","T","F","","InvtPart","pint","F","BAR014","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Kahua-Sombrero-Case-8-pints","2","213","2","","","Barts Ice Cream / Kahua Sombrero / Case, 8 pints","","","","","","","","119","1","","F","","","0 48896 10008 4","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Kahua Sombrero","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Kahua Sombrero / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Barts Ice Cream / Local Maple Cream / Case, 8 pints","","F","236","BAR016","39335","","","","F","AVGCOST","","","","","","Barts Ice Cream / Local Maple Cream / Case, 8 pints","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","BAR016 Barts Ice Cream / Local Maple Cream / Case, 8 pints","","","","F","","","Local Maple Cream","","","","","","","F","","F","","Ryan Brothers of Colrain, MA maple      syrup in our rich creamy base. GF  Ingredients: Cream, milk, non-fat milk solids (all rBST      free), pure cane sugar (GMO free), real maple syrup,      natural maple flavor, pure vanilla, guar gum & locust      bean gum.","F","","","","F","0 48896 10086 2","T","F","","InvtPart","pint","F","BAR016","","","51","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Barts-Ice-Cream-Local-Maple-Cream-Case-8-pints","2","213","2","","","Barts Ice Cream / Local Maple Cream / Case, 8 pints","","","","","","","","121","1","","F","","","0 48896 10086 2","","","","","","","24.75","F","","F","","REORDER_POINT","Barts Ice Cream","8","5","","","","","","F","F","","F","420","","1","Local Maple Cream","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","125","","1032","","2","24.75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Local Maple Cream / Case, 8 pints","","Average","F","","","","F",""
"","F","","","1","Gallon","","","","","","F","","","","1","29","","F","T","F","T","Chi Foods / Sesame Slaw, Bulk / Gallon","","F","183","CHI008","39118","","","","F","AVGCOST","","","","","","Chi Foods / Sesame Slaw, Bulk / Gallon","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","6","F","F","T","F","","","","","F","","CHI008 Chi Foods / Sesame Slaw, Bulk / Gallon","","","","F","","","Sesame Slaw, Bulk","","","","","","","F","","F","","Addictively delicious, our Sesame Slaw is unlike any fermented vegetable product you have ever tasted before. Zesty, crunchy fermented cabbage bursting with flavors of fresh ginger, toasted sesame, and a hint of wasabi.","F","","","","F","","T","F","","InvtPart","gallon bucket","F","CHI008","","","13","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Chi-Foods-Sesame-Slaw-Bulk-Gallon","1","213","5","","","Chi Foods / Sesame Slaw, Bulk / Gallon","","","","","","","","231","2","","F","","","","","","","12","","","41","F","","F","","REORDER_POINT","Chi Foods","1","2","","","","","","F","F","","F","420","","1","Sesame Slaw, Bulk","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","41","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Sesame Slaw, Bulk /","","Average","F","","","","F",""
"","F","","","2","Case, 10 individually wrapped pops","","","","","","F","","","","2","31","","F","T","F","T","Curly Girl Pops / Plant-based Popsicles, Fudgesicle / Case, 10 individually wrapped pops","","F","241","CUR002","35485","","","","F","AVGCOST","","","","","","Curly Girl Pops / Plant-based Popsicles, Fudgesicle / Case, 10 individually wrapped pops","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","CUR002 Curly Girl Pops / Plant-based Popsicles, Fudgesicle / Case, 10 individually wrapped pops","","","","F","","","Fudgesicle","","","","","","","F","","F","","Ingredients: Organic Coconut Milk, Organic Cocoa Powder, Rugged Ridge Forest Maple Syrup  All pops are handmade with love and safety in mind. Wearing a face mask, gloves, and frequent sanitation in the Curly Girl kitchen is a top priority while in production. The owner is the sole maker and packager of your locally made pops!        Pops are made in small batches and are now packaged with attractive, bar-coded labels for retail stores and farm stands.","F","","","","F","","T","F","","InvtPart","individually wrapped pop","F","CUR002","","","57","F","T","","","","","","F","","","","","F","","","17","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Curly-Girl-Pops-Plant-based-Popsicles-Fudgesicle-Case-10-individually-wrapped-pops","2","213","6","","","Curly Girl Pops / Plant-based Popsicles, Fudgesicle / Case, 10 individually wrapped pops","","","","","","","","233","1","","F","","","","","","","11","","","35","F","","F","","REORDER_POINT","Curly Girl Pops","10","4","","","","","","F","F","","F","420","","1","Plant-based Popsicles, Fudgesicle","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","35","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Plant-based Popsicles, Fudgesicle / Case, 10 individually wrapped pops","","Average","F","","","","F",""
