"totalquantityonhand","custitem_ns_sc_ext_ts_override","custitem_packship_itm_pack_height","prodqtyvarianceacct","purchaseunit","custitem_fc_mastercase","cseg_funding_source","custitem_ns_sc_ext_id_low_stock_msg","custitem_code_of_supply","costestimate","countryofmanufacture","isspecialorderitem","receiptquantitydiff","cseg_project","dropshipexpenseaccount","stockunit","custitem_fc_product_subcategory_scr","purchasepricevarianceacct","custitem_ns_sc_ext_id_hide_invt_msg","isfulfillable","dontshowprice","generateaccruals","storedisplayname","expenseamortizationrule","custitem_ns_sc_ext_ts_exclude","class","itemid","custitem_fc_legacyhtmid","lastpurchaseprice","nextagcategory","custitem_fefo_commit_grp_code","seasonaldemand","costestimatetype","weight","handlingcost","deferralaccount","custitem_itr_supplementary_unit_abbrev","custitem_packship_itm_pack_width","displayname","purchaseorderquantitydiff","vendreturnvarianceaccount","enforceminqtyinternally","custitem_ns_ib_show_badges","parent","custitem_fc_bin_staticfield","custitem_ef_badges","custitem_fc_qtypershippinglabel","createddate","froogleproductfeed","maxdonationamount","custitem_ns_pr_item_attributes","custitem_un_number","custitem_fefo_expiry_date_required","isonline","custitem_as_sulphur_dioxide","custitem_ns_sc_ext_ts_90_amount","unbuildvarianceaccount","custitem_fc_product_category_scr","custitem_as_soybeans","custitem_as_eggs","tracklandedcost","excludefromsitemap","wipvarianceacct","storedisplayimage","effectivebomcontrol","pricinggroup","custitem_fc_markfordeletion","custitem4","custitem6","custitem5","custitem_ns_sc_ext_ts_30_quantity","outofstockmessage","isdropshipitem","pagetitle","location","vendorname","residual","searchkeywords","purchaseorderamount","minimumquantity","receiptquantity","custitem_ns_sc_ext_ts_90_quantity","custitem_as_fish","scrapacct","custitem_as_mustard","transferprice","storedetaileddescription","custitem_ns_sc_ext_id_hide_qty_avl","usecomponentyield","custitem_commodity_code","custitem_ns_sc_ext_id_stock_message","yahooproductfeed","upccode","islotitem","custitem_fc_zen_itemiscatchweight","sitemappriority","itemtype","custitem_fc_innerpackage","shopzillaproductfeed","fullname","custitem_fc_zen_salerateperpricingunit","custitem_ns_sc_ext_id_bo_msg","custitem_fc_brand","usemarginalrates","custitemfc_usedefaultbrandscimages","shippingcost","custitem_fc_zen_sft_comm_qty","custitem_aln_6_current_counter","amortizationtemplate","custitem_ns_sc_ext_ts_30_amount","shoppingproductfeed","custitem_ns_sc_ext_id_low_stock_thresh","externalid","custitem_ns_pr_count","maximumquantity","custitem_as_peanuts","custitem_ns_sc_ext_ts_365_amount","amortizationperiod","custitem_fc_product_subsubcategory_scr","matrixoptioncustitem5","copydescription","custitem_ns_sc_ext_id_qty_avl_msg","weightunits","custitem_as_milk","averagecost","custitem_soft_comit","isdonationitem","featureddescription","nextagproductfeed","shipindividually","outofstockbehavior","createexpenseplanson","custitem_ns_ib_badges","storedisplaythumbnail","urlcomponent","saleunit","expenseaccount","custitem_fc_stateoforigin","shopzillacategoryid","weightunit","description","custitem_packship_itm_pack_length","custitem_fc_zen_baseunitweight","custitem_ns_sc_ext_ts_365_quantity","intercoexpenseaccount","subtype","purchaseorderquantity","billqtyvarianceacct","id","custitem_fc_targetmarket","custreturnvarianceaccount","showdefaultdonationamount","custitem_nature_of_transaction_codes","custitem_packship_item_packinstruction","mpn","custitem_ns_sc_ext_ts_7_quantity","custitem_fc_productattributes","storedescription","custitem_fc_zone_static","custitem_type_of_goods","quantitypricingschedule","fxcost","custitem_atlas_approved","billexchratevarianceacct","custitem_aln_1_auto_numbered","custitem_ns_pr_rating","supplyreplenishmentmethod","manufacturer","custitem_fc_zen_pack_count","custitem_fc_storagetemp","custitem_ns_pr_attributes_rating","demandmodifier","overallquantitypricingtype","stockdescription","custitem_prompt_payment_discount_item","custitem_as_molluscs","custitem_ns_sc_ext_id_hide_low_qty_msg","custitem_fc_zen_weight_unit","printitems","gainlossaccount","custitem_fc_zen_pricingunittype","preferredlocation","custitem_fc_product_stub","custitem_ns_pr_rating_by_rate","billpricevarianceacct","wipacct","matchbilltoreceipt","custitem_aln_3_initial_sequence","shippackage","prodpricevarianceacct","custitem_as_crustacean","incomeaccount","atpmethod","custitem_fc_ingredients","custitem_itr_supplementary_unit","custitem_fc_zen_jit_producers","custitem_fefo_shelf_life_grp","assetaccount","custitem_fc_sc_imageprefix","unitstype","cost","costingmethod","lastmodifieddate","custitem_as_tree_nuts","includechildren","custitem_fc_vtlocalpurchasingincentive","subsidiary","custitem_as_celery","receiptamount","custitem_as_wheat","custitem_cust_uom","relateditemsdescription","metataghtml","shoppingdotcomcategory","isinactive","custitem_ns_sc_ext_ts_7_amount","purchasedescription","intercoincomeaccount","costingmethoddisplay","custitem_as_lupin","custitem_aln_2_number_format","nopricemessage","totalvalue","custitem_as_sesame","department"
"","F","","","2","Bulk Case, 2 x ~5# cryo packs","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Bulk Case, 2 x ~5# cryo packs","","F","129","CWP005","38804","","","","F","AVGCOST","10","","","","","Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Bulk Case, 2 x ~5# cryo packs","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP005 Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Bulk Case, 2 x ~5# cryo packs","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~5# pack, cryo","F","CWP005","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Breast-Boneless-Skinless-Bulk-Case-2-x-5-cryo-packs","2","213","1","","1","Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Bulk Case, 2 x ~5# cryo packs","","10","","","","","","265","2","","F","","","","","","","8","","","56","F","","F","","REORDER_POINT","Common Wealth Poultry","2","4","","","","","","F","F","","F","420","Pound","1","Chicken, Breast, Boneless/Skinless","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","56","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Breast, Boneless/Skinless / Bulk Case, 2 x ~5# cryo packs","","Average","F","","","","F",""
"","F","","","2","Bulk Case, 8 x ~5# cryo packs","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Drumstick / Bulk Case, 8 x ~5# cryo packs","","F","129","CWP007","40197","","","","F","AVGCOST","40","","","","","Common Wealth Poultry / Chicken, Drumstick / Bulk Case, 8 x ~5# cryo packs","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP007 Common Wealth Poultry / Chicken, Drumstick / Bulk Case, 8 x ~5# cryo packs","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~5# pack, cryo","F","CWP007","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Drumstick-Bulk-Case-8-x-5-cryo-packs","2","213","1","","1","Common Wealth Poultry / Chicken, Drumstick / Bulk Case, 8 x ~5# cryo packs","","40","","","","","","267","2","","F","","","","","","","","","","82","F","","F","","REORDER_POINT","Common Wealth Poultry","8","4","","","","","","F","F","","F","420","Pound","1","Chicken, Drumstick","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","82","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Drumstick / Bulk Case, 8 x ~5# cryo packs","","Average","F","","","","F",""
"","F","","","2","Case, 10 x ~1# retail cryo","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Thigh, Bone-In / Case, 10 x ~1# retail cryo","","F","129","CWP009","38796","","","","F","AVGCOST","10","","","","","Common Wealth Poultry / Chicken, Thigh, Bone-In / Case, 10 x ~1# retail cryo","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP009 Common Wealth Poultry / Chicken, Thigh, Bone-In / Case, 10 x ~1# retail cryo","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~1# pack, cryo","F","CWP009","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Thigh-Bone-In-Case-10-x-1-retail-cryo","2","213","1","","1","Common Wealth Poultry / Chicken, Thigh, Bone-In / Case, 10 x ~1# retail cryo","","10","","","","","","269","1","","F","","","","","","","8","","","40","F","","F","","REORDER_POINT","Common Wealth Poultry","10","4","","","","","","F","F","","F","420","Pound","1","Chicken, Thigh, Bone-In","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","40","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Thigh, Bone-In / Case, 10 x ~1# retail cryo","","Average","F","","","","F",""
"","F","","","2","Bulk Case, 8 x ~5# cryo packs","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Thigh, Bone-In / Bulk Case, 8 x ~5# cryo packs","","F","129","CWP011","40198","","","","F","AVGCOST","40","","","","","Common Wealth Poultry / Chicken, Thigh, Bone-In / Bulk Case, 8 x ~5# cryo packs","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP011 Common Wealth Poultry / Chicken, Thigh, Bone-In / Bulk Case, 8 x ~5# cryo packs","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~5# pack, cryo","F","CWP011","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Thigh-Bone-In-Bulk-Case-8-x-5-cryo-packs","2","213","1","","1","Common Wealth Poultry / Chicken, Thigh, Bone-In / Bulk Case, 8 x ~5# cryo packs","","40","","","","","","271","2","","F","","","","","","","","","","160","F","","F","","REORDER_POINT","Common Wealth Poultry","8","4","","","","","","F","F","","F","420","Pound","1","Chicken, Thigh, Bone-In","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","160","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Thigh, Bone-In / Bulk Case, 8 x ~5# cryo packs","","Average","F","","","","F",""
"","F","","","","Half-case, 6 x 11oz jars","","","","","","F","","","","","50","","F","T","F","F","Kitchen Garden Farm / Salsa, Roasted Chili, OG / Half-case, 6 x 11oz jars","","F","243","KGF042_SP","41459","0","","","F","MEMBERDEFINED","0","","","","","Kitchen Garden Farm / Salsa, Roasted Chili, OG / Half-case, 6 x 11oz jars","","","T","F","","","","","2/24/2023","F","","","","","T","","","","11","","","","F","","","","","F","","KGF042_SP Kitchen Garden Farm / Salsa, Roasted Chili, OG / Half-case, 6 x 11oz jars","","","","F","","","","","","","","","","","","","","Roasted Chili Salsa is handcrafted from organic tomatoes, onions and chilies grown on our family farm in Sunderland, MA. We fire-roast the ingredients in small batches for a subtle smokiness and spicy heat. Certified organic!
 
 Our Roasted Chili Salsa is medium spicy.","F","","","","F","","F","","","Kit","11oz jar","F","KGF042_SP","","","85","F","","","","","","","F","","","","","","","","21","","F","","","","0","F","F","","F","F","DEFAULT","","","","Kitchen-Garden-Farm-Salsa-Roasted-Chili-OG-Half-case-6-x-11oz-jars","","","2","","1","","","","","","","","","2026","1","","F","","","","","","","","","","","","","","","","Kitchen Garden Farm","6","","","","","","","","F","","F","","","","Salsa, Roasted Chili, OG","","","","F","","","","","319","","Organic tomatoes, organic chilies, organic onions, organic garlic, organic lime juice, sea salt.","","","","","","","","","3/10/2023","","F","F","1","","","","","","","","F","","","","","","","","","",""
"","F","","","2","Bulk, 5#","","","","","","F","","","","2","60","","F","T","F","T","Kitchen Garden Farm / Arugula, OG / Bulk, 5#","","F","181","KGF073","37925","","","","F","AVGCOST","0","","","","","Kitchen Garden Farm / Arugula, OG / Bulk, 5#","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","14","F","F","F","F","","","","","F","","KGF073 Kitchen Garden Farm / Arugula, OG / Bulk, 5#","","","","F","","","","","","","","","","F","","F","",".","F","","","","F","","T","F","","InvtPart","","F","KGF073","","","85","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Kitchen-Garden-Farm-Arugula-OG-Bulk-5","2","213","2","","1","Kitchen Garden Farm / Arugula, OG / Bulk, 5#","","","","","","","","2155","2","","F","","","","","2","","","","","9999","F","","F","","REORDER_POINT","Kitchen Garden Farm","1","2","","","","","","F","F","","F","420","","1","Arugula, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD",".","","65","","1032","","2","9999","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Kitchen Garden Farm / Arugula, OG / Bulk, 5#","","Average","F","","","","F",""
"","F","","","1","12oz bag","","","","","","F","","","","1","101","","F","T","F","T","True North Granola / GF Nut-Free Granola, Maple Vanilla, OG / 12oz bag","","F","152","TNG068","14383","","","","F","AVGCOST","","","","","","True North Granola / GF Nut-Free Granola, Maple Vanilla, OG / 12oz bag","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","5","F","F","F","F","","","","","F","","TNG068 True North Granola / GF Nut-Free Granola, Maple Vanilla, OG / 12oz bag","","","","F","","","","","","","","","","F","","F","","Certified GLUTEN FREE granola made with Pure Vanilla and Vermont Maple Syrup. Dairy free, gluten free, vegan.","F","","","","F","","T","F","","InvtPart","","F","TNG068","","","83","F","T","","","","","","F","","","","","F","","","","","F","","per EA","F","","T","F","","F","F","DEFAULT","","","","True-North-Granola-GF-Nut-Free-Granola-Maple-Vanilla-OG-12oz-bag","1","213","6","","","True North Granola / GF Nut-Free Granola, Maple Vanilla, OG / 12oz bag","","","","","","","","2722","1","","F","","","","","2, 6, 103","","","","","7.57","F","","F","","REORDER_POINT","True North Granola","1","1","","","","","","F","F","","F","420","","1","GF Nut-Free Granola, Maple Vanilla, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","64","","1032","","1","7.57","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","True North Granola / GF Nut-Free Granola, Maple Vanilla, OG / 12oz bag","","Average","F","","","","F",""
"","F","","","2","Case, 6 x retail pints","","","","","","F","","","","2","43","","F","T","F","T","Mycoterra Farm / Oyster, OG / Case, 6 x retail pints","","F","170","MYC012","27561","","","","F","AVGCOST","3","","","","","Mycoterra Farm / Oyster, OG / Case, 6 x retail pints","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","10","F","F","T","F","","","","","F","","MYC012 Mycoterra Farm / Oyster, OG / Case, 6 x retail pints","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","retail pint","F","MYC012","","","20","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Mycoterra-Farm-Oyster-OG-Case-6-x-retail-pints","2","213","2","","1","Mycoterra Farm / Oyster, OG / Case, 6 x retail pints","","","","","","","","682","1","","F","","","","","2","","","","","19.5","F","","F","","REORDER_POINT","Mycoterra Farm","6","2","","","","","","F","F","","F","420","","1","Oyster, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","87","","1032","","2","19.5","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Oyster, OG / Case, 6 x retail pints","","Average","F","","","","F",""
"","F","","","2","Case, 5# bulk","","","","","","F","","","","2","44","","F","T","F","T","Mycoterra Farm / Shiitake, Bulk, OG / Case, 5# bulk","","F","187","MYC014","36379","","","","F","AVGCOST","6","","","","","Mycoterra Farm / Shiitake, Bulk, OG / Case, 5# bulk","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","10","F","F","T","F","","","","","F","","MYC014 Mycoterra Farm / Shiitake, Bulk, OG / Case, 5# bulk","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","bulk","F","MYC014","","","20","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Mycoterra-Farm-Shiitake-Bulk-OG-Case-5-bulk","2","213","2","","1","Mycoterra Farm / Shiitake, Bulk, OG / Case, 5# bulk","","","","","","","","684","2","","F","","","","","2","","","","","45","F","","F","","REORDER_POINT","Mycoterra Farm","1","2","","","","","","F","F","","F","420","","1","Shiitake, Bulk, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","87","","1032","","2","45","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Shiitake, Bulk, OG / Case, 5# bulk","","Average","F","","","","F",""
"","F","","","2","Case, 12 x retail pints","","","","","","F","","","","2","44","","F","T","F","T","Mycoterra Farm / Shiitake, OG / Case, 12 x retail pints","","F","187","MYC015","27562","","","","F","AVGCOST","4","","","","","Mycoterra Farm / Shiitake, OG / Case, 12 x retail pints","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","10","F","F","T","F","","","","","F","","MYC015 Mycoterra Farm / Shiitake, OG / Case, 12 x retail pints","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","retail pint","F","MYC015","","","20","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Mycoterra-Farm-Shiitake-OG-Case-12-x-retail-pints","2","213","2","","1","Mycoterra Farm / Shiitake, OG / Case, 12 x retail pints","","","","","","","","685","1","","F","","","","","2","","","","","39","F","","F","","REORDER_POINT","Mycoterra Farm","12","2","","","","","","F","F","","F","420","","1","Shiitake, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","87","","1032","","2","39","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Shiitake, OG / Case, 12 x retail pints","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 17oz retail bottles","","","","","","F","","","","2","52","","F","T","F","T","Old Friends Farm / Honey, Turmeric, OG / Case, 12 x 17oz retail bottles","","F","234","OFF011","28584","","","","F","AVGCOST","","","","","","Old Friends Farm / Honey, Turmeric, OG / Case, 12 x 17oz retail bottles","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","11","F","F","T","F","","","","","F","","OFF011 Old Friends Farm / Honey, Turmeric, OG / Case, 12 x 17oz retail bottles","","","","F","","","","","","","","","","F","","F","","This is small batch crafted Turmeric Honey from Old Friends Farm in Amherst MA. It is small-batch crafted in clear 17oz, glass bottles. It is shelf stable, and makes a great gift. It pours like maple syrup (not stiff like honey) Use it for making salad dressings, on ice cream, in mixed drinks (makes a fantastic hot toddy!), or with seltzer for a home made turmeric-ale! Be creative and be careful - it's addictive!        We have pioneered growing ginger and turmeric in the Northeast and are excited to offer this delicious, locally grown and made product. It's the only turmeric product out there made with local turmeric from the Northeast!        Produced ourselves in a Certified Organic kitchen (Franklin County Food Processing Center) in Greenfield, MA        Limited supply - very small batches...","F","","","","F","","T","F","","InvtPart","17oz retail bottle","F","OFF011","","","72","F","T","","","","","","F","","","","","F","","","22","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Old-Friends-Farm-Honey-Turmeric-Case-12-x-17oz-retail-bottles","2","213","2","","","Old Friends Farm / Honey, Turmeric, OG / Case, 12 x 17oz retail bottles","","","","","","","","700","1","","F","","","","","2","","5","","","150","F","","F","","REORDER_POINT","Old Friends Farm","12","1","","","","","","F","F","","F","420","","1","Honey, Turmeric, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","150","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Honey, Turmeric / Case, 12 x 17oz retail bottles","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 1.8oz retail bottle","","","","","","F","","","","2","4","","F","T","F","T","Old Friends Farm / Turmeric Spice Blend, OG / Case, 12 x 1.8oz retail bottle","","F","193","OFF015","28588","","","","F","AVGCOST","","","","","","Old Friends Farm / Turmeric Spice Blend, OG / Case, 12 x 1.8oz retail bottle","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","1","F","F","T","F","","","","","F","","OFF015 Old Friends Farm / Turmeric Spice Blend, OG / Case, 12 x 1.8oz retail bottle","","","","F","","","","","","","","","","F","","F","","Our favorite blend, inspired by Eastern Mediterranean flavors. This blend of salt, spices, and our own Organic turmeric elevates any dish from ordinary to gourmet. Use it for tossing on roasted vegetables, adding to a marinade for meat, dusting on popcorn, or adding to sour cream or yogurt for a dip.         Ingrdients: Organic Old Friends Farm Turmeric, Organic Garlic Powder, Organic Thyme, Organic Paprika, Sea Salt, Sumac","F","","","","F","","T","F","","InvtPart","1.8oz retail bottle","F","OFF015","","","72","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Old-Friends-Farm-Turmeric-Spice-Blend-OG-Case-12-x-1.8oz-retail-bottle","2","213","2","","","Old Friends Farm / Turmeric Spice Blend, OG / Case, 12 x 1.8oz retail bottle","","","","","","","","702","1","","F","","","","","2","","5","","","80","F","","F","","REORDER_POINT","Old Friends Farm","12","1","","","","","","F","F","","F","420","","1","Turmeric Spice Blend, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","80","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Turmeric Spice Blend, OG / Case, 12 x 1.8oz retail bottle","","Average","F","","","","F",""
